"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","13","stops polling and navigates nothing for an organic install","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/services/deeplink","",""
"","1","should apply the selected country's rules on login","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should read a status from a wrapped error","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","5","opens signup with the referral code applied","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/services/deeplink","",""
"","0","should not strip a suffix that is part of the name","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","should surface an invalid or unsupported phone as a plain retry","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","0","should drop a pasted 966 prefix as it did before","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","should delegate to the existing Saudi helpers","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","serializes filter fields to query params","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","filterToQueryParams","__tests__/modules/product","",""
"","1","should never emit +966 for a valid AE number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","should send a login on an unknown phone to signup","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","0","should report no active filters when the state is untouched","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","0","should classify a verify rate limit","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","should read an HTTP-date Retry-After","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","0","should prefer backend options over the configured preset","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","9","should treat a country as a match for its own name and code","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","returns exit for routes outside create-listing","","Wed Sep 02 15:32:32 UTC 2026","passed","Wed Sep 02 15:32:32 UTC 2026","","__tests__/modules/listing","",""
"","1","should report unavailable when WatchCharts does not know the reference","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","1","detects no active filters on defaults","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","hasActiveFilters / countActiveFilters / withFilterMeta","__tests__/modules/product","",""
"","0","should return empty when there is no message","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","returns false for buyers and unknown statuses","","Wed Sep 02 15:32:33 UTC 2026","passed","Wed Sep 02 15:32:33 UTC 2026","","__tests__/utils","",""
"","1","should handle empty and missing input","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","should apply Saudi rules on login when Saudi Arabia is selected","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should be false for DROPDOWN and BOOLEAN","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","should ignore case, spaces and hyphens","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/utils","",""
"","2","handles legacy logout action type","","Wed Sep 02 15:32:33 UTC 2026","passed","Wed Sep 02 15:32:33 UTC 2026","","__tests__/store","",""
"","0","should not use a USD amount as if it were SAR","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","0","should accept a valid IN number and format it to E.164","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","dispatches logout, purges persist, rehydrates theme, then persists","","Wed Sep 02 15:32:31 UTC 2026","passed","Wed Sep 02 15:32:31 UTC 2026","","__tests__/modules/auth","",""
"","0","should keep waiting when pricesLoading is false but no price arrived yet","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","0","should store the selected id when selectExample is dispatched","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should map Diriyah spelling variants","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should return the search term","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should still require a phone number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should read a numeric string status","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","should accept a positive number","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","3","should not emit catalog attribute review issues when reference is selected","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
"","0","should reject an empty number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","10","should keep the dataset's alphabetical order in the results","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","should accept a valid GB number and format it to E.164","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should report a custom value as Other and keep it","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","1","computes resume route from draft completion","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
"","0","should not count a whitespace-only search as an active filter","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","2","should map every alias to a non-empty city","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should reject an empty number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should resolve the dial code for IN","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should read a wrapped message","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","0","should resolve the dial code for EG","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should resolve the dial code for US","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should keep the Saudi error message for Saudi and a generic one otherwise","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","transitions to WEBVIEW_OPEN when session is set","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/checkout","",""
"","0","should never be a value a user could select by accident","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","should treat a wrong code as retryable","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","should reject anything else","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","should offer Yes/No without Other for a handle drop attribute","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","should match on the Arabic name","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","selects product listing and count","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/product","",""
"","1","should match on the English name, case-insensitively","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should report unavailable once the poll window closes with no price","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","35","should give every country a dial code and both names","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","returns details for detail sub-screens","","Wed Sep 02 15:32:32 UTC 2026","passed","Wed Sep 02 15:32:32 UTC 2026","","__tests__/modules/listing","",""
"","1","should return every country for an empty or whitespace query","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should omit the attribute when nothing was selected","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","1","should fall back to a default wait when Retry-After is missing","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","returns defaults for pagination and sorting","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","createEmptyFilter","__tests__/modules/product","",""
"","0","resetPaymentState preserves pendingRecovery","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/checkout","",""
"","0","should return nothing for a query that matches no country","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should coerce a non-boolean hasMore to a boolean","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should send a signup on an existing phone to login","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","syncs saved sessions and first-time new sessions only","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/listing","",""
"","1","should match on the calling code with or without a plus","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","should leave cities DHL already accepts untouched","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","returns details when backing out of review","","Wed Sep 02 15:32:32 UTC 2026","passed","Wed Sep 02 15:32:32 UTC 2026","","__tests__/modules/listing","",""
"","0","should be case-insensitive about the header name","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","should report active filters when a search term is present","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should return empty when there is nothing to work with","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should strip the region suffix when no alias applies","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should produce a code the existing validator accepts","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","locks and unlocks payment","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/checkout","",""
"","1","should drop the Google region suffix","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should never send the word Other as the value","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","3","should accept a Saudi number on login when no country is supplied","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","respects the requested precision","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","formatSignedPct","src/modules/market/__tests__","",""
"","0","should preserve a valid status","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"","0","should not send a signup 401 to signup","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","omits undefined optional fields","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","filterToQueryParams","__tests__/modules/product","",""
"","2","merges base with updates, updates take precedence","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","mergeFilters","__tests__/modules/product","",""
"","0","should apply aliases to the region fallback too","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","should not map a city to itself","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","3","should still send a signup 409 to login on verify","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","derives direction from the sign when none is given","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","resolveTrendDirection","src/modules/market/__tests__","",""
"","1","should return the initial state when given an unknown action","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","1","builds a draft row with fallback title","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/listing","",""
"","0","should return null for a plain text attribute with no configured options","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","should block a pending payment","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/utils","",""
"","3","tracks saved draft and last route for resume","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/listing","",""
"","1","counts only stepper steps once model is selected","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/listing","",""
"","1","should block the other unpaid spellings","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/utils","",""
"","0","marks success and clears recovery data","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/checkout","",""
"","0","should split the code off a real Google SA address","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","returns true for verified statuses","","Wed Sep 02 15:32:33 UTC 2026","passed","Wed Sep 02 15:32:33 UTC 2026","","__tests__/utils","",""
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","7","does not double-navigate when the SDK resolve event fires first","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/services/deeplink","",""
"","0","should allow a 15-digit ceiling for the input field","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should trim surrounding whitespace","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","1","should cap typed input at 9 digits","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should not apply the Saudi 9-digit limit to other countries","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","3","cancels pending polls on cleanup","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/services/deeplink","",""
"","0","should return an empty string for an invalid Saudi number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should return an empty string when formatting an invalid number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","adds a + sign only to positive values","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","formatSignedPct","src/modules/market/__tests__","",""
"","1","should return Riyadh for the reported Diriyah address","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should use backend-provided options when present","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","should format to +966 E.164","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","should read a status nested under data","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","removes a single filter key","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","removeFilterKey","__tests__/modules/product","",""
"","0","should classify a rate limit and carry Retry-After","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","1","should handle an Arabic comma separator","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should report nothing selected when the attribute has no options","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","1","replaces saved draft without clearing when starting a fresh session elsewhere","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/listing","",""
"","2","should accept 4 letters followed by 4 digits","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should drop a leading zero as it did before","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should never emit +966 for a valid PK number","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","should send the seller's own number when they type instead","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","0","defaults to the 7d window","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","emptyMarketMovers","src/modules/market/__tests__","",""
"","0","should treat a verify 401 as a plain failure, not a missing account","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","0","should not treat a street name plus number as a code","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","2","does not downgrade verified auth status when profile is still pending","","Wed Sep 02 15:32:32 UTC 2026","passed","Wed Sep 02 15:32:32 UTC 2026","","__tests__/utils","",""
"","1","should keep the Saudi input limit at 9 digits","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","0","should never be resolved as a stored value","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","1","should read a plain status","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/modules/auth","",""
"","0","should use the region when no locality is present","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should restore filters and selection when resetExampleFilters is dispatched","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","0","should store the option value through the normal validator","","Wed Sep 02 15:32:27 UTC 2026","passed","Wed Sep 02 15:32:27 UTC 2026","","__tests__/utils","",""
"","0","should return an empty list when items is missing","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should contain every country libphonenumber supports","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","2","should set the search term when setSearch is dispatched","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","src/modules/_example/__tests__","",""
"","1","should handle a space separator instead of a comma","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/utils","",""
"","0","should prefer amountSar over the source amount","","Wed Sep 02 15:32:28 UTC 2026","passed","Wed Sep 02 15:32:28 UTC 2026","","__tests__/modules/listing","",""
"","1","clears error when flow returns to IDLE","","Wed Sep 02 15:32:29 UTC 2026","passed","Wed Sep 02 15:32:29 UTC 2026","","__tests__/modules/checkout","",""
"","1","should treat details as complete without manual catalog attributes when reference is selected","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
"","1","should resolve the dial code for GB","","Wed Sep 02 15:32:26 UTC 2026","passed","Wed Sep 02 15:32:26 UTC 2026","","__tests__/utils","",""
"","1","ranks review ahead of details","","Wed Sep 02 15:32:30 UTC 2026","passed","Wed Sep 02 15:32:30 UTC 2026","","__tests__/modules/listing","",""
