"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should produce a placeholder mask in the existing Saudi style","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should prefer amountSar over the source amount","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/listing","",""
"","0","should read a status from a wrapped error","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/auth","",""
"","2","tracks partial upload progress","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","percentage reflects real weighted work","__tests__/shared","",""
"","0","should send the seller's own number when they type instead","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/listing","",""
"","119225","login-success-seller","E2E","Thu Sep 10 06:40:02 UTC 2026","passed","Thu Sep 10 06:42:01 UTC 2026","Test Suite","E2E (Maestro)","login-success-seller",""
"","2","start clears state left over from a previous run","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","bookkeeping","__tests__/shared","",""
"","0","should map every field when the response is complete","","Thu Sep 10 09:20:18 UTC 2026","passed","Thu Sep 10 09:20:18 UTC 2026","","src/modules/_example/__tests__","",""
"","2","reaches 100 only via succeed()","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","never reports 100% before success","__tests__/shared","",""
"","1","should match on the ISO code","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","2","can show a step in_progress while an earlier-weighted one is done","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","steps are never driven by the percentage","__tests__/shared","",""
"","0","should accept a valid EG number and format it to E.164","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","retraces the forward shape in reverse","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","stepBackward","__tests__/modules/product","",""
"","0","should resolve the dial code for PK","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","1","should resolve the dial code for EG","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should apply the selected country's rules on login","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","1","should return Riyadh for the reported Diriyah address","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","","__tests__/utils","",""
"","1","selects a product by id","","Thu Sep 10 09:20:18 UTC 2026","passed","Thu Sep 10 09:20:18 UTC 2026","","__tests__/modules/product","",""
"","0","should normalize the extracted code","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","","__tests__/utils","",""
"","9","stops reporting at the image that fails","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/modules/listing","",""
"","1","clears error when flow returns to IDLE","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/modules/checkout","",""
"","0","should store the selected id when selectExample is dispatched","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","src/modules/_example/__tests__","",""
"","0","should never emit +966 for a valid AE number","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","1","should return an empty list when items is missing","","Thu Sep 10 09:20:18 UTC 2026","passed","Thu Sep 10 09:20:18 UTC 2026","","src/modules/_example/__tests__","",""
"","0","should classify a verify rate limit","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/auth","",""
"","0","should leave an address without a code untouched","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","","__tests__/utils","",""
"","0","should drop a leading zero as it did before","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","1","rounds the axis to human-readable intervals","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","buildYScale","__tests__/modules/product","",""
"","1","removes a single filter key","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","removeFilterKey","__tests__/modules/product","",""
"","1","should return the initial state when given an unknown action","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","src/modules/_example/__tests__","",""
"","0","should still send a signup 409 to login on verify","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/auth","",""
"","0","should return the search term","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","src/modules/_example/__tests__","",""
"","0","locks and unlocks payment","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/modules/checkout","",""
"","1","does not collapse a flat series onto a single gridline","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","buildYScale","__tests__/modules/product","",""
"","49021","shop-browse","E2E","Thu Sep 10 06:55:08 UTC 2026","passed","Thu Sep 10 06:55:57 UTC 2026","Test Suite","E2E (Maestro)","shop-browse",""
"","1","should surface an invalid or unsupported phone as a plain retry","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/auth","",""
"","0","should accept a positive number","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/listing","",""
"","2","should leave a plain city alone","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","","__tests__/utils","",""
"","1","keeps a leading month that starts on a real boundary","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","buildDateTicks","__tests__/modules/product","",""
"","0","serializes filter fields to query params","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","filterToQueryParams","__tests__/modules/product","",""
"","0","should include Saudi Arabia with its calling code and Arabic name","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","3","leaves later steps pending even when progress is high","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","steps are never driven by the percentage","__tests__/shared","",""
"","137502","account-menu-seller","E2E","Thu Sep 10 06:59:13 UTC 2026","passed","Thu Sep 10 07:01:30 UTC 2026","Test Suite","E2E (Maestro)","account-menu-seller",""
"","1","should report nothing selected when there is no stored value","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/utils","",""
"","0","throws when the server returns no file reference","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/modules/listing","",""
"","2","counts only stepper steps once model is selected","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/modules/listing","",""
"","0","should not block when the status is missing","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/utils","",""
"","1","should keep every Handle Drop option valid","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/utils","",""
"","1","should classify a rate limit and carry Retry-After","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/auth","",""
"","1","should not count a whitespace-only search as an active filter","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","src/modules/_example/__tests__","",""
"","0","syncs saved sessions and first-time new sessions only","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/modules/listing","",""
"","0","should become ready once the market price lands","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/listing","",""
"","1","should match on the calling code with or without a plus","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","1","detects filter key change when second gender is added","","Thu Sep 10 09:20:21 UTC 2026","passed","Thu Sep 10 09:20:21 UTC 2026","","__tests__/modules/product","",""
"","0","should resolve the dial code for IN","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should reject a too-short number","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","3","keeps a step in_progress after its work reports 100%","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","steps are never driven by the percentage","__tests__/shared","",""
"","1","should not apply the Saudi leading-5 rule to other countries","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should return null for attribute types that already have a picker","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/utils","",""
"","1","passes multiple genders as array for API","","Thu Sep 10 09:20:21 UTC 2026","passed","Thu Sep 10 09:20:21 UTC 2026","","__tests__/modules/product","",""
"","1","should accept a valid AE number and format it to E.164","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should allow a 15-digit ceiling for the input field","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should contain every country libphonenumber supports","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","13","switches to year labels once the span exceeds two years","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","buildDateTicks","__tests__/modules/product","",""
"","1","should read an HTTP-date Retry-After","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/auth","",""
"","1","should strip a pasted calling code","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","1","counts reused remote media as resolved work","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/modules/listing","",""
"","0","should report nothing selected when the attribute has no options","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/utils","",""
"","2","handles legacy logout action type","","Thu Sep 10 09:20:20 UTC 2026","passed","Thu Sep 10 09:20:20 UTC 2026","","__tests__/store","",""
"","1","detects no active filters on defaults","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","hasActiveFilters / countActiveFilters / withFilterMeta","__tests__/modules/product","",""
"","1","keeps the price pill inside the plot bounds","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","clamp","__tests__/modules/product","",""
"","298661","02-buyer-finds-and-buys-product","E2E","Thu Sep 10 06:46:49 UTC 2026","failed","Thu Sep 10 06:51:48 UTC 2026","Test Suite","E2E (Maestro)","02-buyer-finds-and-buys-product",""
"","0","should return the selected id","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","src/modules/_example/__tests__","",""
"","0","should not match a longer alphanumeric token","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","","__tests__/utils","",""
"","0","should drop a pasted 966 prefix as it did before","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should select the matching option when the stored value is predefined","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/utils","",""
"","0","should read a numeric string status","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/auth","",""
"","57645","search-bar-opens-shop","E2E","Thu Sep 10 06:36:47 UTC 2026","failed","Thu Sep 10 06:37:45 UTC 2026","Test Suite","E2E (Maestro)","search-bar-opens-shop",""
"","44270","open-empty-cart","E2E","Thu Sep 10 07:01:30 UTC 2026","passed","Thu Sep 10 07:02:15 UTC 2026","Test Suite","E2E (Maestro)","open-empty-cart",""
"","1","does not downgrade saved last route when stepping back","","Thu Sep 10 09:20:18 UTC 2026","passed","Thu Sep 10 09:20:18 UTC 2026","","__tests__/modules/listing","",""
"","0","should report a custom value as Other and keep it","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/utils","",""
"","1","should report unavailable once the poll window closes with no price","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/listing","",""
"","1","should strip the region suffix when no alias applies","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","","__tests__/utils","",""
"","1","matches Math.min/Math.max without spreading","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","extent","__tests__/modules/product","",""
"","0","should send a login on an unknown phone to signup","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/auth","",""
"","0","should clear the selection when selectExample is dispatched with null","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","src/modules/_example/__tests__","",""
"","21","survives an array large enough to blow a spread call","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","extent","__tests__/modules/product","",""
"","0","should fall back to DRAFT when the status is unrecognized","","Thu Sep 10 09:20:18 UTC 2026","passed","Thu Sep 10 09:20:18 UTC 2026","","src/modules/_example/__tests__","",""
"","0","should report no active filters when the state is untouched","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","src/modules/_example/__tests__","",""
"","1","returns exit for routes outside create-listing","","Thu Sep 10 09:20:20 UTC 2026","passed","Thu Sep 10 09:20:20 UTC 2026","","__tests__/modules/listing","",""
"Fresh-install (deferred) deep link scenarios.

These cover the one launch that cannot be re-run by hand on a device without
uninstalling first: the first open after a store install, where the deep link
arrives from cached install attribution rather than an inbound URL.

Each `launch()` uses jest.resetModules() to reset module-level state the way a
cold start does, while AsyncStorage contents survive — exactly like a real
app relaunch.","6","does not route again on the next launch","","Thu Sep 10 09:20:14 UTC 2026","passed","Thu Sep 10 09:20:14 UTC 2026","","__tests__/services/deeplink","",""
"","1","works without a progress callback","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/modules/listing","",""
"","0","should ignore case, spaces and hyphens","","Thu Sep 10 09:20:17 UTC 2026","passed","Thu Sep 10 09:20:17 UTC 2026","","__tests__/utils","",""
"","1","exposes the running step","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","bookkeeping","__tests__/shared","",""
"","0","should reject a number shorter than 9 digits","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","1","should keep a leading digit that is part of the number","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should treat details as complete without manual catalog attributes when reference is selected","","Thu Sep 10 09:20:18 UTC 2026","passed","Thu Sep 10 09:20:18 UTC 2026","","__tests__/modules/listing","",""
"","0","should map items and pagination when the payload is well formed","","Thu Sep 10 09:20:18 UTC 2026","passed","Thu Sep 10 09:20:18 UTC 2026","","src/modules/_example/__tests__","",""
"","1","stores the detail line reported alongside progress","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","bookkeeping","__tests__/shared","",""
"","0","should report unavailable when WatchCharts does not know the reference","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","","__tests__/modules/listing","",""
"","0","should reject a number longer than 9 digits","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","0","should handle an Arabic comma separator","","Thu Sep 10 09:20:16 UTC 2026","passed","Thu Sep 10 09:20:16 UTC 2026","","__tests__/utils","",""
"","1","returns details for detail sub-screens","","Thu Sep 10 09:20:20 UTC 2026","passed","Thu Sep 10 09:20:20 UTC 2026","","__tests__/modules/listing","",""
"","2","should trim digits beyond the country's maximum length","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
"","1","retry clears every step back to pending and re-arms the run","","Thu Sep 10 09:20:15 UTC 2026","passed","Thu Sep 10 09:20:15 UTC 2026","failure","__tests__/shared","",""
"","2","should accept a Saudi number on login when no country is supplied","","Thu Sep 10 09:20:13 UTC 2026","passed","Thu Sep 10 09:20:13 UTC 2026","","__tests__/utils","",""
